path,puzzle,puzzle_statistics,puzzle_statistics.black_cells,run,seed,size,solver,statistics.conflicts,statistics.decisions,statistics.encoding_size.assertions,statistics.encoding_size.bool_vars,statistics.encoding_size.bv_vars,statistics.encoding_size.int_vars,statistics.max_memory,statistics.memory,statistics.propagations,statistics.rlimit_count,statistics.runtime
puzzles/18x18\1860e7af-4f03-4cbc-b264-eccf18d08f91.singles,1860e7af-4f03-4cbc-b264-eccf18d08f91,,96,0,1224825179,18,boolean,0,0,212037,105950,0,0,668.78,407.21,0,5072362458.0,31.1835987000959
puzzles/18x18\1b778442-ec58-488e-b140-315b27f1b331.singles,1b778442-ec58-488e-b140-315b27f1b331,,99,0,1194389654,18,boolean,0,0,212042,105950,0,0,668.78,407.21,0,5094894099.0,32.05988040007651
puzzles/18x18\1bd62c70-10ef-4891-b8c9-c4879245fae8.singles,1bd62c70-10ef-4891-b8c9-c4879245fae8,,95,0,682048492,18,boolean,0,0,212031,105950,0,0,668.78,407.21,0,5115115742.0,30.736457100021653
puzzles/18x18\1d02a889-b209-444b-bcd3-8847bd2df14d.singles,1d02a889-b209-444b-bcd3-8847bd2df14d,,98,0,1144097318,18,boolean,0,0,212034,105950,0,0,668.78,407.21,0,5141749104.0,31.949909400078468
puzzles/18x18\1eeef177-81a0-480c-ad7d-ef27a449bca8.singles,1eeef177-81a0-480c-ad7d-ef27a449bca8,,92,0,4282177342,18,boolean,0,0,212043,105950,0,0,668.78,407.21,0,5165220351.0,31.665144099970348
puzzles/18x18\238efb18-3ed0-4f14-8a17-caceeca034e9.singles,238efb18-3ed0-4f14-8a17-caceeca034e9,,96,0,1965532436,18,boolean,0,0,212036,105950,0,0,668.78,407.21,0,5187004553.0,31.014091399963945
puzzles/18x18\2988d9a2-e0ca-4283-9ace-8b3e04d837e6.singles,2988d9a2-e0ca-4283-9ace-8b3e04d837e6,,96,0,3572028991,18,boolean,0,0,212035,105950,0,0,668.78,407.21,0,5209282547.0,30.7927125999704
puzzles/18x18\2bde7b76-37bb-42dc-befa-d68f91af6644.singles,2bde7b76-37bb-42dc-befa-d68f91af6644,,98,0,573078026,18,boolean,0,0,212039,105950,0,0,668.78,407.21,0,5233261009.0,31.895785000058822
puzzles/18x18\2bf56390-763a-4084-ad96-5ff6fa328108.singles,2bf56390-763a-4084-ad96-5ff6fa328108,,95,0,2632797180,18,boolean,0,0,212032,105950,0,0,668.78,407.21,0,5256262549.0,31.188885999959894
puzzles/18x18\2ef223ca-ce99-4acb-8fbe-2d70f96619ac.singles,2ef223ca-ce99-4acb-8fbe-2d70f96619ac,,95,0,583275308,18,boolean,0,0,212033,105950,0,0,668.78,407.21,0,5277810467.0,30.44813570007682
puzzles/18x18\324fe4ad-20a7-4aad-95ad-5e71a528278b.singles,324fe4ad-20a7-4aad-95ad-5e71a528278b,,95,0,3077302179,18,boolean,0,0,212033,105950,0,0,668.78,407.21,0,5299725861.0,31.574739799951203
puzzles/18x18\330b92c9-b86c-453d-be14-a197aca7f6f8.singles,330b92c9-b86c-453d-be14-a197aca7f6f8,,97,0,3512296659,18,boolean,0,0,212039,105950,0,0,668.78,407.21,0,5324955865.0,31.248590500093997
puzzles/18x18\33eca8e4-4924-44cd-bdd4-cdaee0c42688.singles,33eca8e4-4924-44cd-bdd4-cdaee0c42688,,97,0,3103262490,18,boolean,0,0,212034,105950,0,0,668.78,407.21,0,5348264279.0,31.720980899990536
puzzles/18x18\34ecc01b-4b61-41c7-8280-032ffd2d9fd7.singles,34ecc01b-4b61-41c7-8280-032ffd2d9fd7,,95,0,1703612129,18,boolean,0,0,212031,105950,0,0,676.28,407.21,0,5373897297.0,33.31734559999313
puzzles/18x18\35903349-7961-4c3d-9f5e-62d7c733149c.singles,35903349-7961-4c3d-9f5e-62d7c733149c,,95,0,2503408437,18,boolean,0,0,212030,105950,0,0,676.28,407.21,0,5396448797.0,32.12878460006323
puzzles/18x18\36c27617-f331-4428-8a56-95e012f6b6aa.singles,36c27617-f331-4428-8a56-95e012f6b6aa,,99,0,2832704509,18,boolean,0,0,212051,105950,0,0,676.28,407.22,0,5418509328.0,31.72776000003796
puzzles/18x18\39562703-049c-4b27-b273-fe0d8abe8c78.singles,39562703-049c-4b27-b273-fe0d8abe8c78,,98,0,3257807629,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,5440783258.0,31.56871380005032
puzzles/18x18\39e91d8e-adbb-4f04-b663-2a38b6576a2e.singles,39e91d8e-adbb-4f04-b663-2a38b6576a2e,,96,0,3283988296,18,boolean,0,0,212035,105950,0,0,676.28,407.22,0,5463162981.0,31.459698499995284
puzzles/18x18\3bbc92df-61ed-4c6d-9a7f-93bd75b9a679.singles,3bbc92df-61ed-4c6d-9a7f-93bd75b9a679,,96,0,1660601209,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,5484760476.0,31.47691880003549
puzzles/18x18\3d1b83c6-9af1-42c0-ba10-4b9a0701d41b.singles,3d1b83c6-9af1-42c0-ba10-4b9a0701d41b,,97,0,3658682068,18,boolean,0,0,212039,105950,0,0,676.28,407.22,0,5507442043.0,31.209861199953593
puzzles/18x18\3fd31e14-d48c-4921-ba0d-0e7f28423f75.singles,3fd31e14-d48c-4921-ba0d-0e7f28423f75,,94,0,1380859590,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,5530760394.0,31.362112800008617
puzzles/18x18\40398e2d-737e-4018-bd8b-6fa463593b93.singles,40398e2d-737e-4018-bd8b-6fa463593b93,,96,0,3992041136,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,5551630932.0,30.766501000034623
puzzles/18x18\4088e818-4edb-4b88-9553-83032928c107.singles,4088e818-4edb-4b88-9553-83032928c107,,98,0,841022109,18,boolean,0,0,212040,105950,0,0,676.28,407.22,0,5571755941.0,31.61979110003449
puzzles/18x18\41f19ff9-3256-45a3-baea-d2b79c0bb893.singles,41f19ff9-3256-45a3-baea-d2b79c0bb893,,94,0,3421966491,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,5593965659.0,31.467233799980022
puzzles/18x18\427ba178-f76e-478a-8fa0-cb511bc3b4e1.singles,427ba178-f76e-478a-8fa0-cb511bc3b4e1,,96,0,1954867535,18,boolean,0,0,212036,105950,0,0,676.28,407.22,0,5620565588.0,32.953415900003165
puzzles/18x18\42aad1d9-324b-4d90-9c16-c0d8bc926429.singles,42aad1d9-324b-4d90-9c16-c0d8bc926429,,97,0,4221860835,18,boolean,0,0,212037,105950,0,0,676.28,407.22,0,5641929434.0,31.41708970000036
puzzles/18x18\4448ec13-43e2-4473-aaef-772db4fcdb61.singles,4448ec13-43e2-4473-aaef-772db4fcdb61,,95,0,1255122476,18,boolean,0,0,212030,105950,0,0,676.28,407.22,0,5664249117.0,31.512735299998894
puzzles/18x18\44afea6f-4225-43af-8f5c-7e2bbf7c5770.singles,44afea6f-4225-43af-8f5c-7e2bbf7c5770,,96,0,2125436070,18,boolean,0,0,212034,105950,0,0,676.28,407.22,0,5688765208.0,33.12253460008651
puzzles/18x18\466ff0a5-5651-4430-9304-023e24a6b7f2.singles,466ff0a5-5651-4430-9304-023e24a6b7f2,,95,0,3708075148,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,5711731119.0,31.56285129999742
puzzles/18x18\47dc646e-c543-4ba0-b3fc-d6c9318af38b.singles,47dc646e-c543-4ba0-b3fc-d6c9318af38b,,97,0,2515765898,18,boolean,0,0,212034,105950,0,0,676.28,407.22,0,5733701600.0,31.385043299989775
puzzles/18x18\4a570c1d-d89d-4b3c-938c-d1b32d22ff94.singles,4a570c1d-d89d-4b3c-938c-d1b32d22ff94,,99,0,1134828265,18,boolean,0,0,212030,105950,0,0,676.28,407.22,0,5753989419.0,31.456060500000603
puzzles/18x18\4c2e9255-5259-4af1-8f12-cfe1bcf56a3a.singles,4c2e9255-5259-4af1-8f12-cfe1bcf56a3a,,95,0,2938755728,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,5776379385.0,31.03896429995075
puzzles/18x18\4c88a151-6c21-4c77-8e88-ef3257685907.singles,4c88a151-6c21-4c77-8e88-ef3257685907,,94,0,326400564,18,boolean,0,0,212027,105950,0,0,676.28,407.22,0,5797599724.0,31.341097800061107
puzzles/18x18\4dfff5fc-57bd-45d9-aa68-85cfb8601d49.singles,4dfff5fc-57bd-45d9-aa68-85cfb8601d49,,98,0,2779172860,18,boolean,0,0,212044,105950,0,0,676.28,407.22,0,5819134245.0,31.827681399998255
puzzles/18x18\4eac4367-463e-471a-a814-5b1664d001f2.singles,4eac4367-463e-471a-a814-5b1664d001f2,,94,0,2890280731,18,boolean,0,0,212025,105950,0,0,676.28,407.22,0,5841569016.0,31.21430849994067
puzzles/18x18\512860d3-3d5c-4722-af06-530d33aa9b4a.singles,512860d3-3d5c-4722-af06-530d33aa9b4a,,95,0,739765164,18,boolean,0,0,212026,105950,0,0,676.28,407.22,0,5863619159.0,30.855638599954545
puzzles/18x18\585b01bf-032a-4022-aec0-063d3f243e3a.singles,585b01bf-032a-4022-aec0-063d3f243e3a,,94,0,3957870890,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,5884809580.0,31.131095599965192
puzzles/18x18\594c5050-d3ec-4dca-be7d-7bc0580c9b09.singles,594c5050-d3ec-4dca-be7d-7bc0580c9b09,,96,0,1432320885,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,5908668597.0,32.1976029999787
puzzles/18x18\5bab9b40-497f-491e-b05a-30050fe6ecf2.singles,5bab9b40-497f-491e-b05a-30050fe6ecf2,,97,0,3052355339,18,boolean,0,0,212024,105950,0,0,676.28,407.22,0,5930132108.0,30.97100819996558
puzzles/18x18\5cdb933f-34f7-4a51-b3b7-f393134fef1c.singles,5cdb933f-34f7-4a51-b3b7-f393134fef1c,,95,0,450511605,18,boolean,0,0,212039,105950,0,0,676.28,407.22,0,5954156382.0,31.512387600028887
puzzles/18x18\5d178156-c5f4-4db9-9da5-31da74a409f2.singles,5d178156-c5f4-4db9-9da5-31da74a409f2,,96,0,3272189372,18,boolean,0,0,212033,105950,0,0,676.28,407.22,0,5976364522.0,32.385619900072925
puzzles/18x18\5e2422e6-5875-42e1-b396-e051c3ac50a0.singles,5e2422e6-5875-42e1-b396-e051c3ac50a0,,97,0,2300539399,18,boolean,0,0,212044,105950,0,0,676.28,407.22,0,5997495492.0,31.01266579993535
puzzles/18x18\5f0dbffa-0103-4e83-9996-314552406d91.singles,5f0dbffa-0103-4e83-9996-314552406d91,,94,0,4201526575,18,boolean,0,0,212030,105950,0,0,676.28,407.22,0,6020753768.0,31.53508259996306
puzzles/18x18\5f983757-c9bf-4d50-8682-ad373d3a354e.singles,5f983757-c9bf-4d50-8682-ad373d3a354e,,95,0,527940117,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,6044390382.0,31.132535799988545
puzzles/18x18\6139eaf1-fc7e-4a49-8a4a-a7d874236b49.singles,6139eaf1-fc7e-4a49-8a4a-a7d874236b49,,96,0,3721161569,18,boolean,0,0,212025,105950,0,0,676.28,407.22,0,6067498199.0,32.08562190004159
puzzles/18x18\656be90b-120b-47d3-ba38-48ea61ec409b.singles,656be90b-120b-47d3-ba38-48ea61ec409b,,,0,206024957,18,boolean,0,0,212036,105950,0,0,676.28,393.36,0,6090601345.0,20.0
puzzles/18x18\67485c72-58c3-4efb-aba6-bac5ea35877f.singles,67485c72-58c3-4efb-aba6-bac5ea35877f,,96,0,207819094,18,boolean,0,0,212046,105950,0,0,676.28,407.22,0,6112330468.0,31.537004399928264
puzzles/18x18\6a02384d-7b96-41fb-81a2-5427a589c04e.singles,6a02384d-7b96-41fb-81a2-5427a589c04e,,97,0,1863650924,18,boolean,0,0,212050,105950,0,0,676.28,407.22,0,6135491590.0,31.108960499987006
puzzles/18x18\6cd645a5-9f83-4168-b24d-568cefda4a1f.singles,6cd645a5-9f83-4168-b24d-568cefda4a1f,,97,0,2484691344,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,6156720610.0,31.02249920007307
puzzles/18x18\6e5fc01e-cecd-4620-ab91-3dbe21bc725b.singles,6e5fc01e-cecd-4620-ab91-3dbe21bc725b,,95,0,1488629588,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,6178898292.0,31.139770000008866
puzzles/18x18\6eed7bd0-7d92-47d3-9f5d-2c0986c9c623.singles,6eed7bd0-7d92-47d3-9f5d-2c0986c9c623,,99,0,1560050814,18,boolean,0,0,212034,105950,0,0,676.28,407.22,0,6200958947.0,31.7434603999136
puzzles/18x18\71668fbf-0e4c-4437-8d56-023939992b16.singles,71668fbf-0e4c-4437-8d56-023939992b16,,94,0,591911003,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,6221105553.0,31.142492900020443
puzzles/18x18\72ff04b6-bf4d-4dd4-8642-5655eb61fcbb.singles,72ff04b6-bf4d-4dd4-8642-5655eb61fcbb,,93,0,2079619867,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,6243638476.0,31.18975339992903
puzzles/18x18\733338ff-8074-4d5e-9469-ea54f3bc7bae.singles,733338ff-8074-4d5e-9469-ea54f3bc7bae,,95,0,3946375519,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,6264599231.0,31.442563400021754
puzzles/18x18\73d84fe0-363d-4c21-8bf1-88f30baf7a32.singles,73d84fe0-363d-4c21-8bf1-88f30baf7a32,,95,0,23994986,18,boolean,0,0,212045,105950,0,0,676.28,407.22,0,6285221857.0,30.353850799961947
puzzles/18x18\75dac362-17d6-46a0-abf9-4284a37d1f6b.singles,75dac362-17d6-46a0-abf9-4284a37d1f6b,,95,0,2236687380,18,boolean,0,0,212043,105950,0,0,676.28,407.22,0,6307609347.0,30.829288900014944
puzzles/18x18\7780c04e-eae7-4f7c-b122-4a2fd8c2c4c3.singles,7780c04e-eae7-4f7c-b122-4a2fd8c2c4c3,,98,0,1258024697,18,boolean,0,0,212045,105950,0,0,676.28,407.22,0,6330917066.0,32.15501430002041
puzzles/18x18\77bd0c7d-8239-4881-9d02-c8f44b6b97f1.singles,77bd0c7d-8239-4881-9d02-c8f44b6b97f1,,96,0,4201301416,18,boolean,0,0,212032,105950,0,0,676.28,407.22,0,6352120278.0,31.402260100003332
puzzles/18x18\77bdb9f7-66b8-49fe-8a6f-a317aa5b8177.singles,77bdb9f7-66b8-49fe-8a6f-a317aa5b8177,,96,0,317257323,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,6375650160.0,31.754119099932723
puzzles/18x18\79511fe6-1d65-407b-a776-3a0f865315bf.singles,79511fe6-1d65-407b-a776-3a0f865315bf,,96,0,4210523844,18,boolean,0,0,212044,105950,0,0,676.28,407.22,0,6403460658.0,33.11050149996299
puzzles/18x18\7b3f6490-87b3-4452-a441-82277c33ad61.singles,7b3f6490-87b3-4452-a441-82277c33ad61,,97,0,2373134080,18,boolean,0,0,212036,105950,0,0,676.28,407.22,0,6424966822.0,31.542795300018042
puzzles/18x18\852b57ba-c5d0-45bc-83bd-8c6c80171f7b.singles,852b57ba-c5d0-45bc-83bd-8c6c80171f7b,,95,0,1886189143,18,boolean,0,0,212048,105950,0,0,676.28,407.22,0,6447880339.0,31.565378800034523
puzzles/18x18\872587be-a187-4978-baf5-6b9e060e8c7c.singles,872587be-a187-4978-baf5-6b9e060e8c7c,,98,0,3051772418,18,boolean,0,0,212031,105950,0,0,676.28,407.22,0,6469790961.0,31.64143319998402
puzzles/18x18\8aa07859-d96f-4c13-8cac-0c58dc57f257.singles,8aa07859-d96f-4c13-8cac-0c58dc57f257,,95,0,3690887689,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,6495373192.0,32.280088200001046
puzzles/18x18\8c2091c9-f4b9-4b66-a2d3-e4400e5c55d4.singles,8c2091c9-f4b9-4b66-a2d3-e4400e5c55d4,,96,0,2032768964,18,boolean,0,0,212048,105950,0,0,676.28,407.22,0,6518375779.0,31.652276400011033
puzzles/18x18\8e8cd1b5-e2e9-4ad4-be1a-99599f61cad9.singles,8e8cd1b5-e2e9-4ad4-be1a-99599f61cad9,,94,0,1746466212,18,boolean,0,0,212028,105950,0,0,676.28,407.22,0,6540363019.0,31.091414500027895
puzzles/18x18\8fb8c0c6-b8bf-4484-b963-0206f63975ba.singles,8fb8c0c6-b8bf-4484-b963-0206f63975ba,,96,0,2879492093,18,boolean,0,0,212032,105950,0,0,676.28,407.22,0,6561701908.0,31.801311699906364
puzzles/18x18\90228a0b-3252-49c4-a60c-a1fa1d01b5e5.singles,90228a0b-3252-49c4-a60c-a1fa1d01b5e5,,94,0,3580687046,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,6583733552.0,31.035957399988547
puzzles/18x18\936bef05-f062-498e-81e4-e5757e1bd349.singles,936bef05-f062-498e-81e4-e5757e1bd349,,96,0,2797237789,18,boolean,0,0,212048,105950,0,0,676.28,407.22,0,6604854811.0,31.41496730002109
puzzles/18x18\965a5ce6-b088-480a-abba-2ba18c3c130c.singles,965a5ce6-b088-480a-abba-2ba18c3c130c,,96,0,3698524456,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,6626040831.0,31.616890599951148
puzzles/18x18\96982fbe-bf20-45a2-b79f-46da8a95cdac.singles,96982fbe-bf20-45a2-b79f-46da8a95cdac,,93,0,1750825401,18,boolean,0,0,212033,105950,0,0,676.28,407.22,0,6650824275.0,31.300035299966112
puzzles/18x18\974fea54-82b0-4104-938f-f2f75d2c6f8e.singles,974fea54-82b0-4104-938f-f2f75d2c6f8e,,95,0,1656293793,18,boolean,0,0,212020,105950,0,0,676.28,407.22,0,6676542514.0,31.453151799971238
puzzles/18x18\9a31ef59-55d8-4f54-bac3-7d93b8d01f16.singles,9a31ef59-55d8-4f54-bac3-7d93b8d01f16,,95,0,116887675,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,6698629596.0,31.212076399940997
puzzles/18x18\9abe3174-b627-4614-ad1f-c3fa79438cbe.singles,9abe3174-b627-4614-ad1f-c3fa79438cbe,,98,0,3433613370,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,6720840583.0,31.767422400065698
puzzles/18x18\9c968453-d52d-446a-9d54-e14538e77f94.singles,9c968453-d52d-446a-9d54-e14538e77f94,,94,0,3582498295,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,6743986403.0,31.247321699978784
puzzles/18x18\9d3109ce-5bbf-4a64-9f4f-4a97e8291bac.singles,9d3109ce-5bbf-4a64-9f4f-4a97e8291bac,,95,0,1296240015,18,boolean,0,0,212026,105950,0,0,676.28,407.22,0,6766028558.0,31.067874500062317
puzzles/18x18\9e7096ff-5601-40e7-a1fd-90013da404bd.singles,9e7096ff-5601-40e7-a1fd-90013da404bd,,95,0,1796247861,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,6790877007.0,31.93510929995682
puzzles/18x18\a051ed4e-b952-481f-bd53-efbf38722f5a.singles,a051ed4e-b952-481f-bd53-efbf38722f5a,,95,0,3562034451,18,boolean,0,0,212037,105950,0,0,676.28,407.22,0,6812314297.0,30.426728099933825
puzzles/18x18\a1405eba-3575-4fbd-b557-29b5d5dd27ed.singles,a1405eba-3575-4fbd-b557-29b5d5dd27ed,,95,0,1210974839,18,boolean,0,0,212032,105950,0,0,676.28,407.22,0,6835716492.0,31.149132600054145
puzzles/18x18\a2ea8adc-1efd-44d7-b25b-bbbe2e794bf7.singles,a2ea8adc-1efd-44d7-b25b-bbbe2e794bf7,,97,0,3537953156,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,6856252750.0,31.502040699939243
puzzles/18x18\a69bb44a-9fb7-46c6-8e05-358d381c20dc.singles,a69bb44a-9fb7-46c6-8e05-358d381c20dc,,96,0,2315974934,18,boolean,0,0,212040,105950,0,0,676.28,407.22,0,6877131685.0,31.705802899901755
puzzles/18x18\a7e3ab1d-69f2-4c63-b3d4-ef955140c6ea.singles,a7e3ab1d-69f2-4c63-b3d4-ef955140c6ea,,96,0,2905324059,18,boolean,0,0,212028,105950,0,0,676.28,407.22,0,6899213490.0,30.875549599993974
puzzles/18x18\a8be4c42-0e80-432c-9d71-af03c8f25023.singles,a8be4c42-0e80-432c-9d71-af03c8f25023,,96,0,1042755982,18,boolean,0,0,212028,105950,0,0,676.28,407.22,0,6920717289.0,31.28801839996595
puzzles/18x18\abc90ed9-c873-468c-bdae-6cae4c654397.singles,abc90ed9-c873-468c-bdae-6cae4c654397,,96,0,2340508467,18,boolean,0,0,212026,105950,0,0,676.28,407.22,0,6943246212.0,31.24779159994796
puzzles/18x18\abea9643-1f24-4c03-9987-6d62152ec287.singles,abea9643-1f24-4c03-9987-6d62152ec287,,96,0,2069093930,18,boolean,0,0,212040,105950,0,0,676.28,407.22,0,6965351776.0,31.26214590005111
puzzles/18x18\b1896d04-c6ba-46e8-a9ea-694f0538ffc9.singles,b1896d04-c6ba-46e8-a9ea-694f0538ffc9,,96,0,4272497065,18,boolean,0,0,212045,105950,0,0,676.28,407.22,0,6987300524.0,31.12654960004147
puzzles/18x18\b6c047ab-120d-4577-af66-a427ddc33b5d.singles,b6c047ab-120d-4577-af66-a427ddc33b5d,,97,0,691694026,18,boolean,0,0,212039,105950,0,0,676.28,407.22,0,7008732903.0,31.00381580006797
puzzles/18x18\b8210b9b-f692-4fc8-9548-ddd98f1924b1.singles,b8210b9b-f692-4fc8-9548-ddd98f1924b1,,98,0,907169741,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,7029902428.0,31.12928950006608
puzzles/18x18\b9241fad-2de9-4c2b-ab69-4fdbdbaf6cc2.singles,b9241fad-2de9-4c2b-ab69-4fdbdbaf6cc2,,93,0,4110621092,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,7052363548.0,31.653473900048994
puzzles/18x18\bce925e2-e682-473c-a4a2-31a21c46954c.singles,bce925e2-e682-473c-a4a2-31a21c46954c,,96,0,3322839762,18,boolean,0,0,212035,105950,0,0,676.28,407.22,0,7074937435.0,31.650767300045118
puzzles/18x18\be8c5279-1d26-490b-aab5-249f9ea3ebfd.singles,be8c5279-1d26-490b-aab5-249f9ea3ebfd,,95,0,3001530888,18,boolean,0,0,212035,105950,0,0,676.28,407.22,0,7095857347.0,31.36280949995853
puzzles/18x18\bf3e4d84-832a-4bd2-a88b-da092b76b185.singles,bf3e4d84-832a-4bd2-a88b-da092b76b185,,96,0,3595595427,18,boolean,0,0,212039,105950,0,0,676.28,407.22,0,7116966797.0,31.144927000044845
puzzles/18x18\bf66fff5-93e4-4779-9677-233e670d1d70.singles,bf66fff5-93e4-4779-9677-233e670d1d70,,96,0,3452773328,18,boolean,0,0,212035,105950,0,0,676.28,407.22,0,7139083836.0,31.377620399929583
puzzles/18x18\bff94e78-da9b-44a4-b49b-34c9b26dff97.singles,bff94e78-da9b-44a4-b49b-34c9b26dff97,,95,0,2045185080,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,7162633180.0,31.185707699973136
puzzles/18x18\c16528ac-a26c-4f4e-9798-b82d87e13f29.singles,c16528ac-a26c-4f4e-9798-b82d87e13f29,,95,0,2421958355,18,boolean,0,0,212039,105950,0,0,676.28,407.22,0,7184382459.0,31.089463800075464
puzzles/18x18\c2d12693-f648-4969-b9cb-1cc909a60247.singles,c2d12693-f648-4969-b9cb-1cc909a60247,,94,0,3841418325,18,boolean,0,0,212037,105950,0,0,676.28,407.22,0,7205920340.0,31.0499805000145
puzzles/18x18\c3f1f254-62d2-4c38-9112-9d9544ba8d10.singles,c3f1f254-62d2-4c38-9112-9d9544ba8d10,,97,0,4033374695,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,7227020111.0,31.352665700018406
puzzles/18x18\c4c24c8d-9d69-4daa-9b3a-2abfddf32646.singles,c4c24c8d-9d69-4daa-9b3a-2abfddf32646,,94,0,2536204117,18,boolean,0,0,212032,105950,0,0,676.28,407.22,0,7249749759.0,30.497991800075397
puzzles/18x18\c53f14d1-7412-467b-b854-7e7c42656ec1.singles,c53f14d1-7412-467b-b854-7e7c42656ec1,,96,0,1753285919,18,boolean,0,0,212035,105950,0,0,676.28,407.22,0,7272890744.0,31.154499200056307
puzzles/18x18\c5c7a3b6-7130-4d94-a944-4daf56a5396b.singles,c5c7a3b6-7130-4d94-a944-4daf56a5396b,,96,0,3445641889,18,boolean,0,0,212048,105950,0,0,676.28,407.22,0,7295821642.0,31.623273100005463
puzzles/18x18\c6923474-8ddf-474f-8306-e9c95a7096a3.singles,c6923474-8ddf-474f-8306-e9c95a7096a3,,96,0,3535999813,18,boolean,0,0,212044,105950,0,0,676.28,407.22,0,7317506629.0,31.753954600077122
puzzles/18x18\c7034d51-2a96-4384-aa66-6650f91ac374.singles,c7034d51-2a96-4384-aa66-6650f91ac374,,93,0,2281924037,18,boolean,0,0,212040,105950,0,0,676.28,407.22,0,7339777704.0,31.09961989999283
puzzles/18x18\c768e783-14b4-4a76-a261-002116cfc5bf.singles,c768e783-14b4-4a76-a261-002116cfc5bf,,94,0,1932446618,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,7360953206.0,31.548829900100827
puzzles/18x18\c7f4fa76-f5e3-4a0e-aa94-7bdfac44ab3b.singles,c7f4fa76-f5e3-4a0e-aa94-7bdfac44ab3b,,95,0,3054288107,18,boolean,0,0,212028,105950,0,0,676.28,407.22,0,7382782301.0,30.012104999972507
puzzles/18x18\c924dcb1-d615-4112-8905-6736a81502f1.singles,c924dcb1-d615-4112-8905-6736a81502f1,,94,0,2193219862,18,boolean,0,0,212029,105950,0,0,676.28,407.22,0,7406088917.0,30.97000610001851
puzzles/18x18\cc3fe4a8-1676-4477-9e5e-25462d01f510.singles,cc3fe4a8-1676-4477-9e5e-25462d01f510,,97,0,252345994,18,boolean,0,0,212050,105950,0,0,676.28,407.22,0,7430084450.0,31.039726500050165
puzzles/18x18\cc680668-2997-4ac8-82c3-5b42680c1394.singles,cc680668-2997-4ac8-82c3-5b42680c1394,,95,0,4038182223,18,boolean,0,0,212038,105950,0,0,676.28,407.22,0,7450982617.0,31.544279300025664
puzzles/18x18\cd6750cc-6337-425e-ae32-8717f1e1e345.singles,cd6750cc-6337-425e-ae32-8717f1e1e345,,94,0,631304713,18,boolean,0,0,212021,105950,0,0,676.28,407.22,0,7473235141.0,31.79237640008796
puzzles/18x18\ced012b4-4a8f-4540-ab2b-123d7811c956.singles,ced012b4-4a8f-4540-ab2b-123d7811c956,,95,0,4005344875,18,boolean,0,0,212037,105950,0,0,676.28,407.22,0,7494067039.0,31.694828600040637
puzzles/18x18\d0f7d6b7-432a-4c5b-9a06-edb86c2f8fbe.singles,d0f7d6b7-432a-4c5b-9a06-edb86c2f8fbe,,96,0,2873286249,18,boolean,0,0,212041,105950,0,0,676.28,407.22,0,7514927172.0,30.54063180007506
puzzles/18x18\d4ffeee2-63b4-4f5f-9285-ff4d6550cf12.singles,d4ffeee2-63b4-4f5f-9285-ff4d6550cf12,,97,0,833257083,18,boolean,0,0,212042,105950,0,0,676.28,407.22,0,7536100301.0,30.785121400025673
puzzles/18x18\d558359b-2364-4f64-96c5-18418fa3d1ff.singles,d558359b-2364-4f64-96c5-18418fa3d1ff,,97,0,3949146729,18,boolean,0,0,212047,105950,0,0,676.28,407.22,0,7557973871.0,30.48271350003779
puzzles/18x18\d5dcca13-122b-4d50-aa46-2d7529e33cae.singles,d5dcca13-122b-4d50-aa46-2d7529e33cae,,96,0,996843103,18,boolean,0,0,212031,105950,0,0,676.28,407.22,0,7579484284.0,32.40056470001582
puzzles/18x18\d6352a5f-15b0-480e-bcfa-b8f3b03e2d75.singles,d6352a5f-15b0-480e-bcfa-b8f3b03e2d75,,99,0,2598965848,18,boolean,0,0,212033,105950,0,0,676.28,407.22,0,7602179171.0,30.83079869998619
